,author,statement,source,date,target,BinaryTarget,BinaryNumTarget
1826,Ciara O'Rourke,"A banner for COVID-19 vaccines says, “Don’t forget to donate your childrens organs.”",Viral image,"November 10, 2021",false,FAKE,0
1827,Ciara O'Rourke,“Queen Elizabeth d-e-a-d at age 95.”,Facebook posts,"November 10, 2021",false,FAKE,0
1828,Monique Curet,President Joe Biden threatened to “swoop down with Special Forces folks and gather up every gun in America.”,Facebook posts,"November 9, 2021",false,FAKE,0
1829,Samantha Putterman,“More fraud in New Jersey’s election uncovered – voting machines would not allow citizens to vote for Republican governor candidate.”,Bloggers,"November 9, 2021",barely-true,FAKE,0
1830,Monique Curet,A crime was committed when a New Jersey election worker allowed someone who said he was not a citizen to fill out a ballot.,Project Veritas,"November 9, 2021",false,FAKE,0
1831,Samantha Putterman,Merriam-Webster recently changed its definition of the word “vaccine” and removed the immunity portion.,Facebook posts,"November 9, 2021",barely-true,FAKE,0
1832,Emily Zirkelbach,“FUN FACT: West Virginia is home to zero billionaires.”,David Gura,"November 9, 2021",true,REAL,1
1833,Ciara O'Rourke,The deaths at the Astroworld festival were part of a satanic ritual.,Facebook posts,"November 9, 2021",pants-fire,FAKE,0
1834,Ciara O'Rourke,“Australian military being trained to **force vaccinate** in door-to-door attacks.”,Bloggers,"November 9, 2021",false,FAKE,0
1835,Madeline Heim,The Biden Department of Justice “would use the FBI to target parents who speak out against critical race theory.”,Rebecca Kleefisch,"November 9, 2021",false,FAKE,0
1836,Louis Jacobson,"In the infrastructure bill that just passed the House, “only 10% is actual infrastructure.”",Lisa McClain,"November 8, 2021",pants-fire,FAKE,0
1837,Tom Kertscher,“Fox News went from 97% reporting to 94% in Virginia. The fraud is so blatant it's not funny anymore.”,Tweets,"November 8, 2021",false,FAKE,0
1838,Jeff Cercone,"""Atheists are prohibited from holding office in 8 states.”",Facebook posts,"November 8, 2021",half-true,FAKE,0
1839,Monique Curet,"“Pfizer Confirms COVID-Vaccinated People Can ‘Shed’ Spike Proteins And Harm The Unvaccinated""",Bloggers,"November 8, 2021",false,FAKE,0
1840,Gabrielle Settles,"""This idea that it's the pandemic of the unvaccinated, it's just a total lie.""",Aaron Rodgers,"November 8, 2021",false,FAKE,0
1841,Paul Specht,Says N.C. Attorney General Josh Stein has gone after Jan. 6 protesters but he has “said nothing” about violent summer protests in North Carolina and was “derelict in his duty.”,Mark Robinson,"November 8, 2021",barely-true,FAKE,0
1842,Samantha Putterman,"The Astroworld concert was a “test run on the vaxxed” because people who are injected with graphene oxide can be controlled through magnetic frequencies, including music.",Facebook posts,"November 8, 2021",false,FAKE,0
1843,Tom Kertscher,"United Kingdom “government reports suggest the fully vaccinated are rapidly developing Acquired Immunodeficiency Syndrome.""",Bloggers,"November 8, 2021",false,FAKE,0
1844,Ciara O'Rourke,"“CEO of Pfizer arrested, charged with fraud.”",Bloggers,"November 8, 2021",pants-fire,FAKE,0
1845,Monique Curet,"Dr. Herbert Smitherman invented Crest toothpaste, Folgers coffee, Safeguard soap and Bounce fabric softener.",Facebook posts,"November 8, 2021",false,FAKE,0
1846,Ciara O'Rourke,Bergen County in New Jersey gave more votes to the Democratic gubernatorial candidate after all the ballots were counted.,Viral image,"November 5, 2021",false,FAKE,0
1847,Luiz Romero,"“The Spanish High Court has announced (COVID-19) is a bio weapon with a patent, not a virus.”",Facebook posts,"November 5, 2021",false,FAKE,0
1848,Becca Schimmel,“Scientists say this map represents the US in 30 years if we don’t reverse climate change.”,Facebook posts,"November 5, 2021",false,FAKE,0
1849,Samantha Putterman,“Trash bins discovered outside the Gloucester County Board of Elections containing blank ballots as well as bags of shredded ballots from Tuesday’s election!”,Facebook posts,"November 5, 2021",false,FAKE,0
1850,Ciara O'Rourke,"“The day Al Gore was born there were 130,000 glaciers on Earth. Today, only 130,000 remain.”",Viral image,"November 5, 2021",false,FAKE,0
1851,Monique Curet,"""Elon Musk to donate $250 billion for reparations to African Americans in U.S.""",Instagram posts,"November 5, 2021",pants-fire,FAKE,0
1852,Gabrielle Settles,A video shows “your packages were rerouted and have arrived in the port of Miami” as a result of Gov. Ron DeSantis.,Instagram posts,"November 5, 2021",barely-true,FAKE,0
1853,Madison Czopek,The premier of Australia’s Victoria state “is freezing people’s bank accts” if they are not vaccinated. “They can’t buy or sell until forced into submission.”,Facebook posts,"November 4, 2021",false,FAKE,0
1854,Jill Terreri,Product shortages are manufactured; goods are stuck in warehouses.,TikTok posts,"• November 4,",pants-fire,FAKE,0
1855,Monique Curet,"“Moderna has been pulled in Iceland and pulled for everyone under age 30 in Finland, Sweden, Norway, Denmark due to heart issues.”",Facebook posts,"November 4, 2021",false,FAKE,0
1856,Samantha Putterman,"Federal agents directly incited people on Jan. 6, 2021, and ""intentionally entrapped"" American citizens.",Tucker Carlson,"November 4, 2021",false,FAKE,0
1857,Sasha Hupka,Social media posts suggest a CDC graph shows the COVID-19 vaccine is harmful to children and that California’s school vaccine mandate is dangerous.,Facebook posts,"November 3, 2021",barely-true,FAKE,0
1858,Ciara O'Rourke,President Joe Biden changed suits during his visit to the Vatican.,Viral image,"November 3, 2021",pants-fire,FAKE,0
1859,Tom Kertscher,“Global warming is part of (a) natural cycle and there’s nothing we can actually do to stop these cycles.”,Viral image,"November 3, 2021",false,FAKE,0
1860,Amy Sherman,“There are over 1 million phantom voters on the Florida voter rolls.”,Roger Stone,"November 3, 2021",pants-fire,FAKE,0
1861,Monique Curet,"A photo taken on Jan. 6, 2021, at the United States Capitol riot was “doctored to look as if the Capitol was on fire.”",Jack Posobiec,"November 3, 2021",false,FAKE,0
1862,Laura Schulte,"“States run elections, not the federal government.”",Wisconsin Senate Republicans,"November 3, 2021",barely-true,FAKE,0
1863,Jon Greenberg,“Greenland's ice sheet isn't shrinking any more rapidly today than it was 80 years ago.”,Steven Koonin,"November 3, 2021",barely-true,FAKE,0
1864,Louis Jacobson,"“Wages have gone up higher, faster than inflation.”",Joe Biden,"November 2, 2021",barely-true,FAKE,0
1865,Bill McCarthy,"“Jan. 6 is being used as a pretext to strip millions of Americans, disfavored Americans, of their core constitutional rights.”",Tucker Carlson,"November 2, 2021",pants-fire,FAKE,0
1866,Samantha Putterman,“DEA agent Mark Ibrahim was forced from his job and later indicted simply because he was near the Capitol protest on Jan. 6.”,Tucker Carlson,"November 2, 2021",false,FAKE,0
1867,Ciara O'Rourke,In-N-Out cups say “Let’s go Brandon.”,Viral image,"November 2, 2021",false,FAKE,0
1868,Duncan Slade,“Violent crime rate dropped like a rock following West Virginia’s adoption of permitless carry.”,Facebook posts,"November 2, 2021",barely-true,FAKE,0
1869,Monique Curet,“Virginia man arrested for having Minecraft worlds that were exact replicas of classified U.S. military bases.”,Facebook posts,"November 2, 2021",pants-fire,FAKE,0
1870,Tom Kertscher,"""The 550 U.S. billionaires together are worth $2.5 trillion. If we confiscated 100% of their wealth, we'd raise enough to run the federal government for less than eight months.""",Viral image,"November 2, 2021",mostly-true,FAKE,0
1871,Vivian Lam,"Children who receive COVID-19 vaccinations ""will be walking factories of spike proteins"" that will ""undoubtedly cause illnesses to spread like wildfire in schools.""",Instagram posts,"November 2, 2021",false,FAKE,0
1872,Madeline Heim,Says gubernatorial candidate Rebecca Kleefisch “worked with Scott Walker to sign five abortion restrictions into law that took away services and threatened doctors with prison time for providing safe and legal abortions.”,Kelda Helen Roys,"November 2, 2021",true,REAL,1
1873,Andy Nguyen,"""National Guard to fill in for cops who refuse to get vaccinated.""",Instagram posts,"November 1, 2021",false,FAKE,0
1874,Louis Jacobson,“Fairfax County is not requiring the last four digits of Social Security Numbers on absentee ballots in this election.”,The Gateway Pundit,"November 1, 2021",barely-true,FAKE,0
1875,Samantha Putterman,“Virginia Democrat operatives” and Terry McAuliffe campaign staffers posed as white supremacists and stood by Republican Glenn Youngkin’s bus.,Facebook posts,"November 1, 2021",false,FAKE,0
1876,Gabrielle Settles,“The Biden administration wants to create an international oversight committee” to alter or cancel Second Amendment rights.,TikTok posts,"November 1, 2021",false,FAKE,0
1877,Tom Kertscher,"“Unmask your kids! Any carbon dioxide concentrations above” 2,000 parts per million are “dangerous!”",Facebook posts,"November 1, 2021",false,FAKE,0
1878,Kiannah Sepeda-Miller,"The migrant caravan from Tapachula, Mexico “is the population of Minneapolis.”",Mary Miller,"October 31, 2021",pants-fire,FAKE,0
1879,Tom Kertscher,Blood “starts to clot in a minute or two” after a Pfizer COVID-19 vaccine injection.,Instagram posts,"October 29, 2021",false,FAKE,0
1880,Monique Curet,“Japan drops vax rollout”,Hal Turner Radio Show,"October 29, 2021",pants-fire,FAKE,0
1881,Samantha Putterman,Virginia voters are being turned away from polling locations because they were told they already requested absentee ballots when they haven’t.,Facebook posts,"October 29, 2021",barely-true,FAKE,0
1882,Ciara O'Rourke,In-N-Out cups say “F--- Joe Biden.”,Viral image,"October 29, 2021",false,FAKE,0
1883,Ciara O'Rourke,"Says a CNN headline said, “In And Out is the fast food of white supremacists.”",Viral image,"October 29, 2021",pants-fire,FAKE,0
1884,Andy Nguyen,“Atlanta just lost 75% of its police force”,Facebook posts,"October 29, 2021",false,FAKE,0
1885,Ciara O'Rourke,“Trump is in White House! He promises to lock up Hillary!”,Facebook posts,"October 29, 2021",pants-fire,FAKE,0
1886,Paul Specht,"""Gas in North Carolina increased 14 cents per gallon this past week, the highest in the nation.""",Thom Tillis,"October 29, 2021",mostly-true,FAKE,0
1887,Tom Kertscher,"""There is no such thing as a booster. There is a failed product that is sometimes used again in hopes of a different outcome.”",Viral image,"October 29, 2021",false,FAKE,0
1888,Monique Curet,“Muslim figure: We must have pork-free menus or we will leave U.S.”,Facebook posts,"October 29, 2021",pants-fire,FAKE,0
1889,Ciara O'Rourke,“Navy SEALs arrested Hillary Clinton.”,Facebook posts,"October 29, 2021",pants-fire,FAKE,0
1890,Ciara O'Rourke,“Alec Baldwin arrested for first-degree murder and possession of child pornography.”,Viral image,"October 29, 2021",pants-fire,FAKE,0
1891,Tom Kertscher,"In the United Kingdom, “70-plus percent of the people who die now from COVID are fully vaccinated.”",Alex Berenson,"October 29, 2021",false,FAKE,0
1892,Samantha Putterman,Says Marjorie Taylor Greene tweeted: “People can’t really be convicted on such flimsy circumstantial evidence as ‘having a similar gait’ or ‘owning the identical shoes’ or ‘being in DC and not having any alibi for that time’ can they?! I don’t recognize this America.”,Tweets,"October 28, 2021",pants-fire,FAKE,0
1893,Sabine Martin,"The Biden administration ""published a study concluding 4 (of) 5 new cars on the road by 2050 will still require liquid fuels.""",Randy Feenstra,"October 28, 2021",true,REAL,1
1894,Ciara O'Rourke,Says Jen Psaki said Joe Biden wants to protect “marked people.”,Instagram posts,"October 28, 2021",false,FAKE,0
1895,Samantha Putterman,An image of a newspaper article says “True Bethel Baptist Church becomes the first church in NYS to receive a liquor license.”,Instagram posts,"October 28, 2021",pants-fire,FAKE,0
1896,Ciara O'Rourke,The Anti-Defamation League classified “Let’s go Brandon” as hate speech.,Viral image,"October 28, 2021",pants-fire,FAKE,0
1897,Ciara O'Rourke,"Says Donald Trump said, “Alec Baldwin, a total loser, has taken his impression of me to a new low by testing out this theory” by shooting someone.",Viral image,"October 28, 2021",false,FAKE,0
1898,Jill Terreri,"“Three percent is not a modest tax increase, if you own a $100,000 home in the city of Buffalo, that means an extra $300 a year.”",Byron Brown,"• October 28,",false,FAKE,0
1899,Krishnan Anantharaman,"“If Bezos has 200 billion dollas, and there’s 7 billion people on earth, why can’t we each get a billion and (he’d) be left with 193 billion dollas?”",Instagram posts,"October 28, 2021",pants-fire,FAKE,0
1900,Ciara O'Rourke,Photos show Manila Bay before and during Rodrigo Duterte’s administration.,Viral image,"October 28, 2021",half-true,FAKE,0
1901,Tom Kertscher,“79.4% of babies who die of ‘SIDS’ had a vaccine the same day.”,Viral image,"October 28, 2021",false,FAKE,0
1902,Tom Kertscher,Says Dr. Anthony Fauci planned the AIDS epidemic.,Instagram posts,"October 28, 2021",pants-fire,FAKE,0
1903,Ciara O'Rourke,"“Biden resigned, Pelosi was detained.”",Viral image,"October 28, 2021",pants-fire,FAKE,0
1904,Ciara O'Rourke,"Photo shows Sheryl Crow wearing a shirt that says, “Keep America Trumpless.”",Viral image,"October 28, 2021",false,FAKE,0
1905,Louis Jacobson,President Joe Biden withdrew troops from Afghanistan “simply because of Trump Derangement Syndrome and they wanted to reverse any policy that Trump had implemented.”,Facebook posts,"October 28, 2021",false,FAKE,0
1906,Allison Garfield,“The seasonal cold and flu is actually more dangerous for kids than the Coronavirus” and “there is very low transmissibility from children to their families and communities.”,Tom Tiffany,"October 28, 2021",barely-true,FAKE,0
1907,Ciara O'Rourke,“Indiana State Police offers to hire Chicago officers who REFUSE TO COMPLY with vax mandate.”,Viral image,"October 27, 2021",false,FAKE,0
1908,Ciara O'Rourke,A White House photographer took a picture of Donald Trump at the White House on Oct. 24.,Facebook posts,"October 27, 2021",false,FAKE,0
1909,Tom Kertscher,"With COVID-19, vaccinated people ""are the real threat to"" unvaccinated people.",Instagram posts,"October 27, 2021",false,FAKE,0
1910,Kelsey Harrell,Democrats are “asking for a blank check book to spend as much as they want without worrying about the repercussions.”,Ashley Hinson,"October 27, 2021",false,FAKE,0
1911,Monique Curet,“The White House referred to Christmas trees as Holiday Trees for the first time this year.”,Facebook posts,"October 27, 2021",pants-fire,FAKE,0
1912,Monique Curet,“Australia to Implement Quarantine Camps for the Unvaxed”,The Charlie Kirk Show,"October 27, 2021",false,FAKE,0
1913,Ciara O'Rourke,"Terry McAuliffe has a campaign sign that says, “Keep parents out of classrooms.”",Viral image,"October 27, 2021",false,FAKE,0
1914,Louis Jacobson,"“The nation reported adding 194,000 jobs in September, and Florida accounted for 84,500.”",Ron DeSantis,"October 27, 2021",half-true,FAKE,0
1915,Jon Greenberg,“COP26 luxury EVs to be recharged using diesel generators”,Bloggers,"October 26, 2021",barely-true,FAKE,0
1916,Ciara O'Rourke,The remains of Brian Laundrie that were discovered in Florida belong to a twin.,Facebook posts,"October 26, 2021",false,FAKE,0
1917,Ciara O'Rourke,“Trump has been reinstated.”,Facebook posts,"October 26, 2021",pants-fire,FAKE,0
1918,Samantha Putterman,“Barack Obama signals That Democrats Intend to Cheat in the Virginia Governor’s Election.”,Bloggers,"October 26, 2021",false,FAKE,0
1919,Ciara O'Rourke,The military raided Hunter Biden’s home.,Facebook posts,"October 26, 2021",pants-fire,FAKE,0
1920,Ciara O'Rourke,"“Clintons, Powell, and Hunter Biden have already undergone military tribunals.”",Facebook posts,"October 26, 2021",pants-fire,FAKE,0
1921,Madeline Heim,"Says Rebecca Kleefisch played a key role in the Foxconn deal, “the largest attempted government handout to a foreign company in American history.""",Ben Wikler,"October 26, 2021",mostly-true,FAKE,0
1922,Ciara O'Rourke,"Says Halyna Hutchins tweeted, “I have information that will lead to Hillary Clinton’s arrest.”",Viral image,"October 25, 2021",pants-fire,FAKE,0
1923,Ciara O'Rourke,“Halyna Huchins’ next project was documentary on Hollywood pedophile rings.”,Viral image,"October 25, 2021",pants-fire,FAKE,0
1924,Madison Czopek,“NIH COVID Treatment Guidelines Approve Ivermectin”,Instagram posts,"October 25, 2021",false,FAKE,0
1925,Gabrielle Settles,"“Gas prices were WAY higher in 2008, under REPUBLICAN president George W. Bush.”",Facebook posts,"October 25, 2021",half-true,FAKE,0
1926,Bill McCarthy,"Says he is the ""ranking member"" of the House select committee investigating the Jan. 6 attack on the U.S. Capitol.",Jim Banks,"October 25, 2021",false,FAKE,0
1927,Tom Kertscher,Cargo ships “can’t get into port” because of Donald Trump’s executive order 13959.,Instagram posts,"October 25, 2021",false,FAKE,0
1928,Tom Kertscher,“There’s been no” TV commercials for the COVID-19 vaccines because “they are required by law to list all adverse side effects.”,Instagram posts,"October 25, 2021",false,FAKE,0
1929,Jon Greenberg,We are seeing “the Justice Department treat American parents as domestic terrorists” under the Patriot Act.,Steve Chabot,"October 22, 2021",false,FAKE,0
1930,Ciara O'Rourke,Facebook is changing its hate speech policy to ban “Let’s go Brandon.”,Viral image,"October 22, 2021",false,FAKE,0
1931,Ciara O'Rourke,"A news report quoted Alec Baldwin saying, “How about I just f----- shoot the both of ya?”",Viral image,"October 22, 2021",false,FAKE,0
1932,Louis Jacobson,The newly drawn congressional district map in Arkansas “keeps communities together.”,Tom Cotton,"October 22, 2021",barely-true,FAKE,0
1933,Andy Nguyen,"""Southwest Airlines announce they will no longer terminate employees over the mandate.""",Facebook posts,"October 22, 2021",true,REAL,1
1934,Ciara O'Rourke,“Biden flashed the white power sign while a black man was asking him a question.”,Viral image,"October 22, 2021",pants-fire,FAKE,0
1935,Monique Curet,"Pathologists found ""a host of non-biological components ... in the blood of vaccinated people,” including graphene chips and nanochips.",Bloggers,"October 22, 2021",pants-fire,FAKE,0
1936,Louis Jacobson,“We’ve created more jobs in the first eight months of my administration than any president in American history — total number of jobs created.”,Joe Biden,"October 22, 2021",half-true,FAKE,0
1937,D.L. Davis,"“The Walker-Kleefisch administration slashed $800 million from public schools.""",Democratic Party of Wisconsin,"October 22, 2021",barely-true,FAKE,0
1938,Monique Curet,"Two forms of fluoride in our drinking water “are so toxic that the CDC clearly labels these chemicals extremely toxic in both animals and humans.""",Instagram posts,"October 21, 2021",false,FAKE,0
1939,Lyle Muller,"""Welcome 2 Pres Biden’s America where inflation is costing households an extra $175 a month.”",Chuck Grassley,"October 21, 2021",mostly-true,FAKE,0
1940,Monique Curet,“Corona PCR ‘test’ is implanting a microchip.”,Facebook posts,"October 21, 2021",pants-fire,FAKE,0
1941,Ciara O'Rourke,There will be a “clown purge” on Oct. 30.,Viral image,"October 21, 2021",false,FAKE,0
1942,Tom Kertscher,"“So now if you don’t comply” and get a COVID-19 vaccination, and you’re on “Social Security or disability, you won’t be able to receive your money.”",TikTok posts,"October 21, 2021",false,FAKE,0
1943,Ciara O'Rourke,A video shows “the COVID-19 vaccine when it hits your blood.”,Instagram posts,"October 21, 2021",pants-fire,FAKE,0
1944,Amy Sherman,"The Freedom to Vote Act ""automatically registers ineligible voters.""",Heritage Action,"October 21, 2021",false,FAKE,0
1945,Tom Kertscher,"COVID-19 vaccines contain “RNA-modifying transhumanism nanotechnology.""",Carrie Madej,"October 21, 2021",pants-fire,FAKE,0
1946,Bill McCarthy,“The Canadian government threatens to fire any government employee who uses ‘Let's Go Brandon’ in communications.”,Facebook posts,"October 20, 2021",pants-fire,FAKE,0
1947,Ciara O'Rourke,Says Christopher Miller is “in charge of the military.”,Facebook posts,"October 20, 2021",pants-fire,FAKE,0
1948,Gabrielle Settles,Photo of vaccine package with 2018 date stamp shows COVID-19 outbreak was planned.,Hal Turner Radio Show,"October 20, 2021",pants-fire,FAKE,0
1949,Samantha Putterman,"The FEMA health care workers replacing the noncompliant nurses and doctors are NOT required to get vaccinated via the CDC.""",Instagram posts,"October 20, 2021",false,FAKE,0
1950,Ciara O'Rourke,“Mass media destroyed! Blackout for mass arrests event!”,Facebook posts,"October 20, 2021",pants-fire,FAKE,0
1951,Samantha Putterman,A nurse who fainted after receiving the COVID-19 vaccine died from the vaccination.,Instagram posts,"October 20, 2021",pants-fire,FAKE,0
1952,Bill McCarthy,"Desmond Tutu died on Oct. 20, 2021.",Tweets,"October 20, 2021",pants-fire,FAKE,0
1953,Paul Specht,“The five most-endangered hospitals in the country are all in (North Carolina).”,Jeff Jackson,"October 20, 2021",barely-true,FAKE,0
1954,Warren Fiske,“Virginia has the lowest standards for math and reading of all 50 states.”,Glenn Youngkin,"October 20, 2021",half-true,FAKE,0
1955,Ciara O'Rourke,"A new federal program “is giving homeowners up to $3,708 every year.”",Bloggers,"October 19, 2021",pants-fire,FAKE,0
1956,Noah Y.,There is an “epidemic of plane crashes linked to vaccine-related strokes in pilots.”,Facebook posts,"• October 19,",pants-fire,FAKE,0
1957,Amy Sherman,Democrats “manufactured votes from low income voters to steal the battleground states.”,The Gateway Pundit,"October 19, 2021",pants-fire,FAKE,0
1958,Bill McCarthy,"A photo shows a $123,199 turkey for sale at Target “this year.”",Facebook posts,"October 19, 2021",false,FAKE,0
1959,Tom Kertscher,"In the United Kingdom, “81% of COVID-19 deaths are among the vaccinated.”",Facebook posts,"October 19, 2021",false,FAKE,0
1960,Tom Kertscher,"""Tennessee new law passed 48 hours ago now makes it illegal to teach Black history in the grades K-12.""",Facebook posts,"October 19, 2021",barely-true,FAKE,0
1961,Tom Kertscher,"COVID-19 “surges among most vaxxed communities, says Harvard study.”",YouTube videos,"October 19, 2021",half-true,FAKE,0
1962,Samantha Putterman,"California’s shipping backlog is, in part, caused by a “California Truck Ban which says all trucks must be 2011 or newer and a law called AB 5 which prohibits Owner Operators.”",Facebook posts,"October 19, 2021",barely-true,FAKE,0
1963,Samantha Putterman,Says Hunter Biden “was hanged at Gitmo.”,Facebook posts,"October 18, 2021",pants-fire,FAKE,0
1964,Bill McCarthy,A photo shows sex traffickers using an abandoned child car seat to lure in victims.,Facebook posts,"October 18, 2021",false,FAKE,0
1965,Madison Czopek,"“Parents who challenge school curriculums are domestic terrorist(s).""",Instagram posts,"October 18, 2021",false,FAKE,0
1966,Kayla Steinberg,Says Dr. Anthony Fauci said he will not “take a PCR COVID test.”,Instagram posts,"October 15, 2021",barely-true,FAKE,0
1967,Andy Nguyen,Over 2 million injuries from COVID-19 vaccines have been reported to the World Health Organization.,Instagram posts,"October 15, 2021",barely-true,FAKE,0
1968,Gabrielle Settles,Pfizer vaccine contains living particles that can germinate to cause sickness.,Facebook posts,"October 15, 2021",pants-fire,FAKE,0
1969,Tom Kertscher,"""The media is pretty quiet about Florida's decline in COVID cases. No mask mandates or vaccine mandates.""",Instagram posts,"October 15, 2021",barely-true,FAKE,0
1970,Ciara O'Rourke,"“Bill Clinton death ruled a homicide, death by poison.”",Viral image,"October 15, 2021",pants-fire,FAKE,0
1971,Jon Greenberg,“U.S. acres burned each year are much fewer now — even in our worst years — than was the case in the early 20th century.”,Heartland Institute,"October 15, 2021",barely-true,FAKE,0
1972,D.L. Davis,"Says Joe Biden's IRS reform proposals ""would require banks and credit unions to hand over private information about routine transactions to the IRS.""",Bryan Steil,"October 15, 2021",barely-true,FAKE,0
1973,Ciara O'Rourke,The percentage of vaccinated employees at United Airlines increased after the mandate because unvaccinated employees left the company.,Tweets,"October 14, 2021",false,FAKE,0
1974,Tom Kertscher,Dr. Anthony Fauci and U.S. health officials plotted “for a new avian flu virus to enforce universal flu vaccination.”,The Gateway Pundit,"October 14, 2021",pants-fire,FAKE,0
1975,Jill Terreri,"“My opponent’s plan for people who commit sexual assault, sexual predators, is no jail time.”",Byron Brown,"• October 14,",false,FAKE,0
1976,Louis Jacobson,"People who are vaccinated for the coronavirus “cannot spread it to you.""",Joe Biden,"October 14, 2021",half-true,FAKE,0
1977,Ciara O'Rourke,“Pfizer admits there’s no vaccine approved by FDA.”,Bloggers,"October 14, 2021",false,FAKE,0
1978,Laura Schulte,"“The annual Pentagon budget hovers over $750 billion annually, twice that of the much debated Build Back Better Act that costs about $350 billion annually as currently proposed.”",Mark Pocan,"October 14, 2021",true,REAL,1
1979,Madison Czopek,“Roe was the end of women dying from abortions.”,Viral image,"October 13, 2021",half-true,FAKE,0
1980,Louis Jacobson,“Raising the debt limit is paying our old debts. It has nothing to do with new spending.”,Joe Biden,"October 13, 2021",mostly-true,FAKE,0
1981,Ciara O'Rourke,“Europe COMPLETELY BANS the Moderna vaccine for young people.”,Bloggers,"October 13, 2021",false,FAKE,0
1982,Bill McCarthy,An image of empty grocery store shelves shows the effect of President Joe Biden's “Build Back Better” plan.,Kimberly Klacik,"October 13, 2021",false,FAKE,0
1983,Tom Kertscher,"“Under part 2 of the infrastructure bill, upon death the entire value of your accumulated wealth and estate will be taxed at 61%.”",Viral image,"October 13, 2021",false,FAKE,0
1984,Samantha Putterman,Photo shows hundreds of “sitting ships” waiting to dock at U.S. ports.,Viral image,"October 13, 2021",false,FAKE,0
1985,Ciara O'Rourke,The Pfizer COVID-19 vaccines contain a deadly parasite.,Viral image,"October 13, 2021",pants-fire,FAKE,0
1986,Ciara O'Rourke,"“Vaxxed Delta pilot dies in-flight, emergency landing required.”",Bloggers,"October 13, 2021",false,FAKE,0
1987,Alan Hovorka,"""The vast majority of the (refugees) coming into Fort McCoy are not the SIVs"" and some have ""no documentation at all.""",Patrick Testin,"October 13, 2021",mostly-true,FAKE,0
1988,Gabrielle Settles,“Paris police beat a woman for shopping at a mall with no vaccine passport.”,TikTok posts,"October 12, 2021",half-true,FAKE,0
1989,Noah Y.,"Department of Homeland Security “deemed as terrorism” behavior that includes “resisting COVID regulations” and “thinking the election was rigged.”...“In other words, if you are a Trump supporter, you are a terrorist.”",Instagram posts,"• October 12,",false,FAKE,0
1990,Bill McCarthy,A photo shows paleontologists in Greece discovering the skeleton of a giant.,Facebook posts,"October 12, 2021",pants-fire,FAKE,0
1991,Jon Greenberg,A wind turbine “could never generate as much energy as was invested in building it.”,Viral image,"October 12, 2021",false,FAKE,0
1992,Warren Fiske,“Terry (McAuliffe) calls in his friend Joe Biden to actually put the DOJ on Virginia parents.”,Glenn Youngkin,"October 12, 2021",pants-fire,FAKE,0
1993,Samantha Putterman,"“The Biden administration is attempting to empower the IRS to monitor every single withdrawal, deposit, and transaction you make from your personal banking accounts, PayPal, Venmo, etc.""",Candace Owens,"October 11, 2021",barely-true,FAKE,0
1994,Bill McCarthy,"“Countless Southwest Airlines employees have walked out of their jobs to oppose the vaccine mandate, causing operations to effectively shut down.”",Tweets,"October 11, 2021",false,FAKE,0
1995,Gabrielle Settles,"""Bill Gates talked about using vaccines to control population growth” in an “unedited 2010 TED Talk video""",Bloggers,"October 11, 2021",false,FAKE,0
1996,Jon Greenberg,"""Joe Biden’s attorney general wants the FBI to go after parents for speaking out at school board meetings to protect kids from radical curriculum like critical race theory.""",Rick Scott,"October 11, 2021",false,FAKE,0
1997,Tom Kertscher,"""It's been confirmed that the Pfizer” COVID-19 “vaccine isn't guaranteed after six months.""",Kimberly Klacik,"October 8, 2021",barely-true,FAKE,0
1998,Bill McCarthy,Facebook planted Frances Haugen as its own pretend whistleblower.,Viral image,"October 8, 2021",pants-fire,FAKE,0
1999,Louis Jacobson,"“In case you forgot. Two years ago today, we were experiencing the greatest economy in the history of the world.”",Facebook posts,"October 8, 2021",false,FAKE,0
2000,Paul Specht,Ted Budd’s family used AgriBioTech money to help “give donations to these Washington special interest groups that are running negative ads against me in the Senate race.”,Pat McCrory,"October 8, 2021",barely-true,FAKE,0
2001,Louis Jacobson,"“Were you aware the $3.5 Trillion Human Infrastructure package includes an animal agriculture tax of $2,600‼️ per head of cattle? $500 for swine!!!""",Facebook posts,"October 8, 2021",false,FAKE,0
2002,Louis Jacobson,"""Thirty years ago, the United States ranked sixth among advanced economies in the share of women in the workforce. You know where we are today? Twenty-three.”",Joe Biden,"October 8, 2021",mostly-true,FAKE,0
2003,Tom Kertscher,"“CDC numbers” show that among children, the Pfizer and Moderna COVID-19 vaccines have a death rate “174 times higher” than the COVID-19 death rate.",Tweets,"October 7, 2021",pants-fire,FAKE,0
2004,Samantha Putterman,A person’s immune system “tanks” after their second COVID-19 vaccine dose.,YouTube videos,"October 7, 2021",false,FAKE,0
2005,Bill McCarthy,"""You are more likely, as a child, to end up in the hospital because of the vaccine than you are because of COVID. That's data from the CDC and from VAERS.""",Will Cain,"October 7, 2021",false,FAKE,0
2006,Tom Kertscher,President Joe Biden cut “$30 billion to Black colleges and universities.”,Viral image,"October 7, 2021",false,FAKE,0
2007,Jon Greenberg,“There is no FDA approval for the Pfizer BioNTech vaccine for COVID-19.”,10 GOP Louisiana Lawmakers,"October 7, 2021",false,FAKE,0
2008,Gabrielle Settles,“COVID internment camps announced in America: Tennessee governor signs EO authorizing National Guard to carry out COVID medical kidnappings.”,TikTok posts,"October 7, 2021",pants-fire,FAKE,0
